Animal Id,Lab ID,Average OD,Erysip.,sample type,UCID,Species,Herd,Area,Location,Year,Date,Month,Season,Age ,Sex,plate,
604,Mx-414-278,0.156,negative,serum,414,muskox,,,,2006,,,,,,46,
620,Mx-414-279,0.639,positive,serum,414,muskox,,,,2006,,,,,,46,
12-Jul,Mx-414-045,0.523,positive,serum,414,muskox,,,26B,2007,03-Oct-07,10,Fall,,F,41,
13-Jul,Mx-414-046,0.082,negative,serum,414,muskox,,,26B,2007,03-Oct-07,10,Fall,,F,41,
14-Jul,Mx-414-047,0.016,negative,serum,414,muskox,,,26B,2007,03-Oct-07,10,Fall,,F,41,
15-Jul,Mx-414-048,0.005,negative,serum,414,muskox,,,26B,2007,03-Oct-07,10,Fall,,F,41,
16-Jul,Mx-414-049,0.014,negative,serum,414,muskox,,,26B,2007,03-Oct-07,10,Fall,,,41,
17-Jul,Mx-414-050,0.003,negative,serum,414,muskox,,,26B,2007,03-Oct-07,10,Fall,,F,41,
18-Jul,Mx-414-051,0.032,negative,serum,414,muskox,,,26B,2007,03-Oct-07,10,Fall,,F,41,
20-Jul,Mx-414-052,0.017,negative,serum,414,muskox,,,26B,2007,03-Oct-07,10,Fall,,F,41,
21-Jul,Mx-414-053,0.119,negative,serum,414,muskox,,,26B,2007,03-Oct-07,10,Fall,,F,41,
10-Jul,Mx-414-054,0.027,negative,serum,414,muskox,,,26B,2007,26-Jun-07,6,Summer,Adult,F,41,
11-Jul,Mx-414-055,0.007,negative,serum,414,muskox,,,26B,2007,25 june 1007,6,Summer,Adult,F,41,
03-Jul,Mx-414-056,0.009,negative,serum,414,muskox,,,26B,2007,,3,Spring,,F,41,
07-Jul,Mx-414-057,0.054,negative,serum,414,muskox,,,26B,2007,,3,Spring,,F,41,
08-Jul,Mx-414-058,0.009,negative,serum,414,muskox,,,26B,2007,,3,Spring,,F,41,
09-Jul,Mx-414-059,0.257,positive,serum,414,muskox,,,26B,2007,,3,Spring,,F,41,
19-Jul,Mx-414-095,0.079,negative,serum,414,muskox,,,26B,2007,03-Oct-07,10,Fall,,,42,
01-Jul,Mx-414-283,0.09,negative,serum,414,muskox,,,,2007,,,,,,46,
03-Jul,Mx-414-284,0.047,negative,serum,414,muskox,,,,2007,,,,,,46,
07-Jul,Mx-414-285,0.098,negative,serum,414,muskox,,,,2007,,,,,,46,
08-Jul,Mx-414-286,0.078,negative,serum,414,muskox,,,,2007,,,,,,46,
09-Jul,Mx-414-287,0.362,positive,serum,414,muskox,,,,2007,,,,,,46,
10-Jul,Mx-414-288,0.065,negative,serum,414,muskox,,,,2007,,,,,,46,
11-Jul,Mx-414-301,0.12,negative,serum,414,muskox,,,26B,2007,,,,Adult,F,46,
12-Jul,Mx-414-302,0.557,positive,serum,414,muskox,,,26B,2007,,,,,F,46,
13-Jul,Mx-414-303,0.156,negative,serum,414,muskox,,,26B,2007,,,,,F,46,
14-Jul,Mx-414-304,0.01,negative,serum,414,muskox,,,26B,2007,,,,,F,46,
15-Jul,Mx-414-305,0.002,negative,serum,414,muskox,,,26,2007,,,,3,F,46,
16-Jul,Mx-414-306,0.045,negative,serum,414,muskox,,,26,2007,,,,5,F,46,
17-Jul,Mx-414-307,0.056,negative,serum,414,muskox,,,26B,2007,,,,,F,46,
18-Jul,Mx-414-308,0.06,negative,serum,414,muskox,,,26B,2007,,,,,F,46,
19-Jul,Mx-414-309,0.09,negative,serum,414,muskox,,,22B,2007,,,,,F,47,
20-Jul,Mx-414-310,0.04,negative,serum,414,muskox,,,26,2007,,,,med?,F,47,
21-Jul,Mx-414-311,0.088,negative,serum,414,muskox,,,26B,2007,,,,,F,47,
2007-081,Mx-414-312,0.411,positive,serum,414,muskox,,,26B,2007,,,,2,F,47,
01-Jul,Mx-414-366,0.046,negative,serum,414,muskox,,,26B,2007,,,,,,48,
08-32,Mx-414-027,1.377,high positive,serum,414,muskox,,,22C,2008,,10,Fall,,F,40,
08-33,Mx-414-028,0.055,negative,serum,414,muskox,,,22C,2008,,10,Fall,,F,40,
08-34,Mx-414-029,0.624,positive,serum,414,muskox,,,22C,2008,,10,Fall,,F,40,
08-35,Mx-414-030,0.47,positive,serum,414,muskox,,,22C,2008,,10,Fall,,,40,
08-36,Mx-414-031,0.001,negative,serum,414,muskox,,,22C,2008,,10,Fall,,F,40,
08-37,Mx-414-032,0.287,positive,serum,414,muskox,,,22C,2008,,10,Fall,,F,40,
08-38,Mx-414-033,0.221,positive,serum,414,muskox,,,22C,2008,,10,Fall,Adult,F,40,
30-Aug,Mx-414-034,0.117,negative,serum,414,muskox,,,22C,2008,,10,Fall,,,40,
31-Aug,Mx-414-035,0.26,positive,serum,414,muskox,,,22C,2008,,10,Fall,,F,40,
08-Aug,Mx-414-036,0.082,negative,serum,414,muskox,,,22C,2008,,3,Spring,,F,40,
09-Aug,Mx-414-037,0.128,negative,serum,414,muskox,,,22C,2008,,3,Spring,,F,40,
07-Aug,Mx-414-038,0.106,negative,serum,414,muskox,,,22C,2008,,3,Spring,,F,40,
04-Aug,Mx-414-039,2.586,high positive,serum,414,muskox,,,22C,2008,,3,Spring,,F,40,
06-Aug,Mx-414-040,0.038,negative,serum,414,muskox,,,22C,2008,,3,Spring,,F,40,
12-Aug,Mx-414-041,0.33,positive,serum,414,muskox,,,22C,2008,,3,Spring,,F,40,
14-Aug,Mx-414-042,0.137,negative,serum,414,muskox,,,22C,2008,,3,Spring,,F,40,
21-Aug,Mx-414-043,0.571,positive,serum,414,muskox,,,22E,2008,,3,Spring,,,40,
23-Aug,Mx-414-044,0.456,positive,serum,414,muskox,,,22,2008,,3,Spring,,F,40,
10-Aug,Mx-414-091,0.456,positive,serum,414,muskox,,,22C,2008,,3,Spring,,,42,
11-Aug,Mx-414-092,0.585,positive,serum,414,muskox,,,22C,2008,,3,Spring,,,42,
15-Aug,Mx-414-093,0.056,negative,serum,414,muskox,,,22C,2008,,3,Spring,,,42,
22-Aug,Mx-414-094,0.116,negative,serum,414,muskox,,,22C,2008,,3,Spring,,,42,
01-Aug,Mx-414-293,1.166,high positive,serum,414,muskox,,,22,2008,,,,Adult,F,46,
02-Aug,Mx-414-294,0.018,negative,serum,414,muskox,,,22,2008,,,,Adult,F,46,
03-Aug,Mx-414-295,0.209,negative,serum,414,muskox,,,22C,2008,,,,,F,46,
04-Aug,Mx-414-296,2.324,high positive,serum,414,muskox,,,22C,2008,,,,,F,46,
05-Aug,Mx-414-297,0.152,negative,serum,414,muskox,,,22C,2008,,,,,F,46,
06-Aug,Mx-414-298,0.082,negative,serum,414,muskox,,,22C,2008,,,,,F,46,
07-Aug,Mx-414-299,0.148,negative,serum,414,muskox,,,22C,2008,,,,,F,46,
08-Aug,Mx-414-300,0.129,negative,serum,414,muskox,,,22C,2008,,,,,F,46,
09-Aug,Mx-414-313,0.173,negative,serum,414,muskox,,,22C,2008,,,,,F,47,
10-Aug,Mx-414-314,0.195,negative,serum,414,muskox,,,22C,2008,,,,,F,47,
12-Aug,Mx-414-315,0.335,positive,serum,414,muskox,,,22C,2008,,,,,F,47,
11-Aug,Mx-414-316,0.412,positive,serum,414,muskox,,,22C,2008,,,,,F,47,
14-Aug,Mx-414-317,0.089,negative,serum,414,muskox,,,22C,2008,,,,,F,47,
15-Aug,Mx-414-318,0.026,negative,serum,414,muskox,,,22C,2008,,,,,F,47,
21-Aug,Mx-414-319,0.421,positive,serum,414,muskox,,,22E,2008,,,,,F,47,
22-Aug,Mx-414-320,0.136,negative,serum,414,muskox,,,22E,2008,,,,,F,47,
08-32,Mx-414-322,0.976,positive,serum,414,muskox,,,22C,2008,,,,,F,47,
08-33,Mx-414-323,0.078,negative,serum,414,muskox,,,22C,2008,,,,,F,47,
08-35,Mx-414-324,discordant,repeat,serum,414,muskox,,,22C,2008,,,,,F,47,
08-36,Mx-414-325,0.015,negative,serum,414,muskox,,,22C,2008,,,,,F,47,
08-37,Mx-414-326,0.299,positive,serum,414,muskox,,,22C,2008,,,,,F,47,
08-38,Mx-414-327,0.22,negative,serum,414,muskox,,,22C,2008,,,,,F,47,
30-Aug,Mx-414-328,0.098,negative,serum,414,muskox,,,22C,2008,,,,,F,47,
31-Aug,Mx-414-329,0.188,negative,serum,414,muskox,,,22C,2008,,,,,F,47,
MX379,151/379,28%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX407,151/407,1.049,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX408,151/408,1.069,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX409,151/409,0.882,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX410,151/410,0.979,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX414,151/414,36%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX415,151/415,37%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX417,151/417,25%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX419,151/419,21%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX423,151/423,1.744,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX424,151/424,1.233,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX426,151/426,0.714,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX427,151/427,0.742,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX428,151/428,0.359,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX429,151/429,0.708,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX430,151/430,0.467,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX431,151/431,0.629,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX433,151/433,0.752,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX434,151/434,1.244,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX435,151/435,0.916,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX436,151/436,1.702,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX437,151/437,1.229,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX440,151/440,0.7,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX442,151/442,0.892,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX443,151/443,1.36,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX444,151/444,0.472,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX445,151/445,0.809,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX446,151/446,24%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX447,151/447,36%-high positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX448,151/448,29%-high positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX450,151/450,0.582,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX452,151/452,33%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX454,151/454,1.007,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX461,151/461,1.053,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX465,151/465,0.605,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX467,151/467,58%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX470,151/470,38%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX473,151/473,discrepant,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,47,
MX474,151/474,32%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX478,151/478,0.825,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX483,151/483,1.225,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX487,151/487,0.428,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX491,151/491,0.604,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX494,151/494,29%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX499,151/499,0.676,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX500,151/500,0.553,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX503,151/503,discrepant,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX506,151/506,0.46,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX507,151/507,42%-positive,repeat,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX510,151/510,1.244,high positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX511,151/511,0.502,positive,filter paper,151,muskox,,Banks Island,,2008,,,,,,119,
MX08/400,151/S/400,0.039,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/403,151/S/403,0.086,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/405,151/S/405,0.17,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/407,151/S/407,0.011,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/408,151/S/408,0.068,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/414,151/S/414,0.014,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/415,151/S/415,0.111,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/417,151/S/417,0.015,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/420,151/S/420,0.049,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/421,151/S/421,0.059,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/423,151/S/423,0.051,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/424,151/S/424,0.25,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/426,151/S/426,0.027,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/433,151/S/433,0.235,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/437,151/S/437,0.11,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/440,151/S/440,0.093,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/441,151/S/441,0.093,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/446,151/S/446,0.04,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/447,151/S/447,0.102,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/448,151/S/448,0.261,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/449,151/S/449,0.034,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/453,151/S/453,0.028,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/454,151/S/454,0.047,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/455,151/S/455,0.793,positive,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/456,151/S/456,0.042,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/459,151/S/459,0.487,positive,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/461,151/S/461,0.091,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/466,151/S/466,0.214,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,119,
MX08/467,151/S/467,0.187,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,120,
MX08/470,151/S/470,0.288,positive,serum,151,muskox,,Banks Island,,2008,,november,,,,120,
MX08/479,151/S/479,0.074,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,120,
MX08/481,151/S/481,0.01,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,120,
MX08/491,151/S/491,0.021,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,120,
MX08/500,151/S/500,0.204,negative,serum,151,muskox,,Banks Island,,2008,,november,,,,120,
KQ09 mx01,104-01,1.33,high positive,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx02,104-02,1.929,high positive,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx03,104-03,2.539,high positive,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx04,104-04,1.47,high positive,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx05,104-05,33%-positive,repeat,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx06,104-06,1.524,high positive,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx07,104-07,2.166,high positive,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx08,104-08,23%-positive,repeat,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx09,104-09,1.913,high positive,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx10,104-10,46%-high positive,repeat,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx11,104-11,2.243,high positive,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx12,104-12,32%-high positive,repeat,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx13,104-13,0.455,positive,filter paper,104,,,Greenland,,2009,,received april,,,,120,
KQ09 mx14,104-14,0.756,positive,filter paper,104,,,Greenland,,2009,,received april,,,,118,
KQ09 mx15,104-15,20.74%-positive,repeat,filter paper,104,,,Greenland,,2009,,received april,,,,118,
KQ09 mx16,104-16,0.508,positive,filter paper,104,,,Greenland,,2009,,received april,,,,118,
KQ09 mx17,104-17,1.48,high positive,filter paper,104,,,Greenland,,2009,,received april,,,,118,
KQ09 mx18,104-18,0.784,positive,filter paper,104,,,Greenland,,2009,,received april,,,,118,
KQ09 mx19,104-19,discrepant,repeat,filter paper,104,,,Greenland,,2009,,received april,,,,118,
MOX 09004 - Adams,,0.078,negative,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09006 - Adams,,0.156,negative,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09007 - Adams,,1.052,high positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09009 - Adams,,3.031,high positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09010 - Adams,,0.185,negative,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09011 - Adams,,0.071,negative,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09015 - Adams,,0.438,positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09016 - Adams,,0.274,negative,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09017 - Adams,,0.713,positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09018 - Adams,,1.073,high positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09019 - Adams,,1.196,high positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09020 - Adams,,0.164,negative,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09021 - Adams,,3.029,high positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09023 - Adams,,2.126,high positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09024 - Adams,,0.49,positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09025 - Adams,,0.637,positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09026 - Adams,,1.163,high positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09027 - Adams,,1.951,high positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09028 - Adams,,2.441,high positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09029 - Adams,,0.152,negative,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09030 - Adams,,0.705,positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09031 - Adams,,1.593,high positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09032 - Adams,,1.487,high positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09033A - Adams,,0.101,negative,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09034A - Adams,,0.092,negative,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09035 - Adams,,0.113,negative,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09036 - Adams,,0.397,positive,Serum,334,,,Alaska,,2009,,,,,,118,
MOX 09038 - Adams,,0.769,positive,Serum,334,,,Alaska,,2009,,,,,,118,
1002,Mx-414-025,0.037,negative,serum,414,muskox,,Alaska,26B,2010,,7,Summer,Adult,F,40,
1004,Mx-414-026,0.228,positive,serum,414,muskox,,Alaska,26B,2010,,7,Summer,Adult,F,40,
1002,Mx-414-321,0.044,negative,serum,414,muskox,,Alaska,26B,2010,,,,Adult,F,47,
35045,M-140-01,0.701,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35046,M-140-02,0.779,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35047,M-140-03,0.788,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35048,M-140-04,1.661,high positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35049,M-140-05,0.001,negative,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35050,M-140-06,0.532,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35052,M-140-07,0.447,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35053,M-140-08,0.51,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35057,M-140-09,0.689,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35058,M-140-10,0.669,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35059,M-140-11,0.442,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35060,M-140-12,0.169,negative,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35061,M-140-13,0.091,negative,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35062,M-140-14,0.481,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35063,M-140-15,0.469,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35064,M-140-16,0.394,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35065,M-140-17,0.428,positive,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35066,M-140-18,,,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35067,M-140-19,,,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35068,M-140-20,,,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35069,M-140-21,,,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35070,M-140-22,,,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35071,M-140-23,,,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35073,M-140-24,,,filter paper,140,muskox,,Victoria Island ,,2010,,2,Winter,,,98,
35045,140/45,0.422,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35046,140/46,>20% diff.,repeat,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35047,140/47,0.801,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35048,140/48,1.446,high positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35049,140/49,0.015,negative,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35050,140/50,0.3,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35052,140/52,0.307,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35053,140/53,0.385,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35057,140/57,0.857,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35058,140/58,0.559,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35059,140/59,0.346,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35060,140/60,0.072,negative,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35061,140/61,0.135,negative,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35062,140/62,0.352,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35063,140/63,0.35,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35064,140/64,0.263,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35065,140/65,0.491,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35066,140/66,0.679,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35067,140/67,0.397,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35068,140/68,0.256,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35069,140/69,0.438,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35070,140/70,>20% diff.,repeat,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35071,140/71,discrepant,repeat,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
35073,140/73,0.651,positive,Filter paper,140,,,Victoria Island ,,2010,,,,,,111,
MOX 10040 - Adams,,>20%-high positive,repeat,Serum,334,,,Alaska,,2010,,,,,,111,
MOX 10041 - Adams,,0.394,positive,Serum,334,,,Alaska,,2010,,,,,,111,
MOX 10042 - Adams,,0.137,negative,Serum,334,,,Alaska,,2010,,,,,,111,
MOX 10043 - Adams,,0.073,negative,Serum,334,,,Alaska,,2010,,,,,,111,
MOX 10044 - Adams,,0.187,negative,Serum,334,,,Alaska,,2010,,,,,,111,
MOX 10045 - Adams,,0.447,positive,Serum,334,,,Alaska,,2010,,,,,,111,
MOX 10046 - Adams,,0.175,negative,Serum,334,,,Alaska,,2010,,,,,,111,
MOX 10047 - Adams,,0.822,positive,Serum,334,,,Alaska,,2010,,,,,,111,
MOX 10048 - Adams,,>20%-positive,repeat,Serum,334,,,Alaska,,2010,,,,,,111,
MOX 10049 - Adams,,1.184,high positive,Serum,334,,,Alaska,,2010,,,,,,111,
MOX 10050 - Adams,,0.204,negative,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10051 - Adams,,0.339,positive,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10052 - Adams,,0.822,positive,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10053 - Adams,,0.049,negative,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10054 - Adams,,0.034,negative,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10055 - Adams,,0.178,negative,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10056 - Adams,,0.789,positive,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10057 - Adams,,0.151,negative,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10058 - Adams,,0.015,negative,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10059 - Adams,,2.699,high positive,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10060 - Adams,,0.039,negative,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10061 - Adams,,2.282,high positive,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10062 - Adams,,1.774,high positive,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10063 - Adams,,0.615,positive,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10064 - Adams,,>20%-positive,repeat,Serum,334,,,Alaska,,2010,,,,,,124,
MOX 10065 - Adams,,2.17,high positive,Serum,334,,,Alaska,,2010,,,,,,124,
